location,total_sqft,bath,balcony,price,bhk
Hebbal,1645.0,3.0,2.0,117.0,3
Hebbal,1344.0,2.0,1.0,108.0,2
Electronic City,1140.0,2.0,2.0,33.84,2
Hennur Road,1450.0,3.0,1.0,88.6,3
Whitefield,1190.0,2.0,2.0,67.0,2
Kanakpura Road,525.0,1.0,1.0,26.0,1
Raja Rajeshwari Nagar,1430.0,2.0,1.0,50.0,3
Uttarahalli,1099.0,2.0,2.0,65.0,2
Whitefield,1697.0,3.0,2.0,108.0,3
Whitefield,1660.0,3.0,1.0,110.0,3
Haralur Road,1194.0,2.0,2.0,46.0,2
Hennur Road,1976.0,3.0,3.0,65.21,3
Marathahalli,1530.0,3.0,2.0,73.5,3
Whitefield,1095.0,2.0,1.0,35.0,2
Thanisandra,1100.0,2.0,2.0,42.0,2
Hennur Road,980.0,2.0,1.0,51.0,2
Bannerghatta Road,1270.0,2.0,2.0,45.0,2
Thanisandra,1930.0,4.0,2.0,120.0,3
Electronic City Phase II,1160.0,2.0,1.0,33.51,2
Sarjapur  Road,1405.0,3.0,2.0,48.87,3
Kanakpura Road,1300.0,2.0,1.0,89.76,2
Raja Rajeshwari Nagar,1530.0,3.0,2.0,64.0,3
Electronic City,1000.0,2.0,1.0,29.95,2
Whitefield,1192.0,2.0,1.0,71.0,2
Kanakpura Road,2100.0,3.0,2.0,140.0,3
Kanakpura Road,525.0,1.0,1.0,30.0,1
Whitefield,1270.0,2.0,2.0,52.0,2
Electronic City Phase II,1320.0,2.0,1.0,38.13,3
Bannerghatta Road,1012.0,2.0,1.0,44.0,2
Kanakpura Road,1366.0,3.0,1.0,76.85,2
Electronic City,800.0,2.0,2.0,32.0,2
Whitefield,1125.0,2.0,2.0,45.0,2
Electronic City Phase II,1400.0,2.0,2.0,40.44,3
Sarjapur  Road,1680.0,3.0,2.0,126.0,3
Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,2
Electronic City Phase II,2225.0,4.0,0.0,98.88,4
Haralur Road,1194.0,2.0,2.0,46.0,2
Whitefield,1400.0,2.0,1.0,80.0,2
Yelahanka,1180.0,2.0,3.0,42.0,2
Raja Rajeshwari Nagar,1608.0,3.0,1.0,67.98,3
Sarjapur  Road,1929.0,3.0,1.0,103.0,3
Electronic City,1320.0,2.0,1.0,38.13,3
Haralur Road,1194.0,2.0,2.0,47.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2
Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3
Hennur Road,1232.0,2.0,1.0,66.0,2
Marathahalli,1583.0,3.0,3.0,109.0,3
7th Phase JP Nagar,1405.0,2.0,2.0,59.01,3
Electronic City,1500.0,3.0,1.0,73.0,3
Thanisandra,1702.0,3.0,2.0,120.0,3
Hebbal,1320.0,2.0,1.0,92.0,2
Bannerghatta Road,1218.0,2.0,1.0,73.0,2
Yelahanka,1650.0,3.0,3.0,105.0,3
Raja Rajeshwari Nagar,1200.0,4.0,1.0,160.0,4
Whitefield,1187.0,2.0,1.0,37.85,2
Raja Rajeshwari Nagar,1100.0,2.0,1.0,50.0,2
Whitefield,1100.0,2.0,2.0,65.0,2
Whitefield,1430.0,3.0,2.0,52.0,3
Electronic City,660.0,1.0,1.0,23.0,2
Uttarahalli,1160.0,2.0,2.0,40.58,2
Thanisandra,777.0,1.0,0.0,38.535,1
7th Phase JP Nagar,1680.0,2.0,3.0,92.0,3
Thanisandra,2050.0,3.0,2.0,150.0,3
Sarjapur  Road,1550.0,2.0,1.0,89.0,3
Whitefield,1205.0,2.0,1.0,40.0,2
Hebbal,1355.0,3.0,1.0,83.87,3
7th Phase JP Nagar,1680.0,3.0,2.0,125.0,3
Whitefield,624.0,1.0,1.0,35.0,1
Uttarahalli,1330.0,2.0,1.0,56.0,3
Whitefield,1655.0,3.0,2.0,97.0,3
Uttarahalli,1175.0,2.0,1.0,47.0,2
7th Phase JP Nagar,1140.0,2.0,1.0,57.0,2
Sarjapur  Road,1115.0,2.0,2.0,50.0,2
Kanakpura Road,900.0,2.0,1.0,41.0,2
Whitefield,1216.0,2.0,1.0,66.48,2
Hebbal,1251.0,2.0,1.0,88.73,2
Hennur Road,1500.0,2.0,2.0,62.0,3
Thanisandra,1183.0,2.0,1.0,58.56,2
Uttarahalli,1328.0,2.0,1.0,56.0,3
Whitefield,1440.0,2.0,2.0,64.0,3
Whitefield,1010.0,2.0,1.0,45.0,3
Thanisandra,1188.0,2.0,1.0,36.0,2
Electronic City,1152.0,2.0,1.0,65.75,2
Yelahanka,1000.0,2.0,1.0,29.0,2
Hebbal,1349.0,2.0,1.0,98.0,2
Thanisandra,923.0,1.0,1.0,45.69,1
Electronic City,1200.0,2.0,1.0,20.0,2
Electronic City,1128.0,2.0,1.0,65.5,2
Sarjapur  Road,710.0,1.0,1.0,27.0,1
Uttarahalli,1002.0,2.0,1.0,40.08,2
Thanisandra,1185.5,2.0,0.0,58.68,2
Whitefield,750.0,2.0,1.0,52.7,2
Kanakpura Road,1300.0,3.0,1.0,69.0,3
Yelahanka,1300.0,2.0,3.0,65.0,2
Electronic City,1342.0,2.0,1.0,90.0,2
Kanakpura Road,1593.0,3.0,1.0,118.0,3
Marathahalli,1485.0,2.0,2.0,90.0,3
Whitefield,1190.0,2.0,1.0,70.0,2
Yelahanka,1408.0,2.0,2.0,58.0,2
Electronic City,710.0,2.0,2.0,16.0,2
Whitefield,1808.0,4.0,0.0,80.0,3
Marathahalli,1208.0,2.0,2.0,70.0,2
Marathahalli,1200.0,2.0,1.0,53.0,2
Bannerghatta Road,1122.5,2.0,0.0,58.935,2
Hennur Road,1561.0,3.0,2.0,95.0,3
Raja Rajeshwari Nagar,1210.0,2.0,2.0,45.0,2
Yelahanka,700.0,1.0,1.0,38.0,1
Thanisandra,1262.0,2.0,1.0,83.0,3
Electronic City,1060.0,2.0,1.0,55.0,2
Yelahanka,1270.0,2.0,2.0,78.0,2
Electronic City,1140.0,2.0,1.0,32.93,2
Yelahanka,1350.0,2.0,1.0,55.55,2
Uttarahalli,1475.0,2.0,3.0,59.0,3
Hebbal,1355.0,3.0,2.0,83.87,3
Sarjapur  Road,1278.0,2.0,2.0,90.0,2
7th Phase JP Nagar,1050.0,2.0,0.0,68.0,2
Hebbal,1100.0,2.0,2.0,47.0,2
Sarjapur  Road,1300.0,2.0,2.0,60.0,2
7th Phase JP Nagar,1130.0,2.0,2.0,73.0,2
Whitefield,1200.0,2.0,1.0,46.13,2
Electronic City,1350.0,3.0,2.0,58.0,3
Kanakpura Road,1297.0,2.0,1.0,105.0,2
Thanisandra,1445.0,2.0,3.0,40.31,3
Bannerghatta Road,1655.0,3.0,3.0,90.0,3
Raja Rajeshwari Nagar,1185.0,2.0,2.0,40.17,2
Whitefield,1186.0,2.0,3.0,55.0,2
Thanisandra,1430.0,2.0,2.0,54.11,3
Thanisandra,1188.0,2.0,1.0,39.0,2
Kanakpura Road,1100.0,3.0,2.0,53.0,3
Sarjapur  Road,1173.0,2.0,2.0,45.75,3
Electronic City,660.0,1.0,0.0,18.0,2
Electronic City,1070.0,2.0,1.0,53.0,2
Thanisandra,1098.0,2.0,1.0,74.0,2
Hebbal,1645.0,3.0,2.0,117.0,3
Sarjapur  Road,1140.0,2.0,1.0,40.0,2
Sarjapur  Road,914.0,2.0,1.0,32.0,2
Thanisandra,1430.0,2.0,3.0,56.0,3
Hebbal,1294.0,2.0,1.0,115.0,2
Sarjapur  Road,1819.0,3.0,2.0,100.0,3
Raja Rajeshwari Nagar,1187.0,2.0,2.0,40.14,2
Marathahalli,2181.0,3.0,2.0,152.0,4
Whitefield,1200.0,3.0,1.0,56.72,3
Whitefield,1452.0,2.0,2.0,46.29,3
Haralur Road,1027.0,2.0,2.0,44.0,2
Electronic City,1500.0,2.0,1.0,100.0,3
Sarjapur  Road,1200.0,2.0,2.0,75.0,2
Kanakpura Road,1628.0,2.0,2.0,68.0,2
Uttarahalli,1345.0,2.0,1.0,57.0,3
Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2
Haralur Road,1194.0,2.0,2.0,46.0,2
Hebbal,1985.0,4.0,2.0,189.0,3
Sarjapur  Road,2140.0,3.0,2.0,139.0,3
Sarjapur  Road,1470.0,3.0,0.0,62.0,3
Bannerghatta Road,1105.0,2.0,1.0,51.0,2
Raja Rajeshwari Nagar,1395.0,2.0,2.0,72.0,3
Electronic City,880.0,2.0,2.0,29.0,2
Yelahanka,1517.0,3.0,2.0,71.28,3
Bannerghatta Road,1154.0,2.0,2.0,47.0,2
Hennur Road,1066.0,2.0,1.0,52.23,2
Electronic City,1070.0,2.0,1.0,55.0,2
Hennur Road,1232.0,2.0,1.0,87.0,2
Whitefield,1990.0,3.0,3.0,98.0,3
Raja Rajeshwari Nagar,1693.0,3.0,3.0,57.39,3
Haralur Road,1810.0,3.0,2.0,100.0,3
Sarjapur  Road,1254.0,3.0,2.0,38.0,3
Yelahanka,1040.0,2.0,1.0,48.86,2
Kanakpura Road,1665.0,3.0,2.0,74.9,3
Kanakpura Road,1450.0,3.0,3.0,62.4,3
Electronic City,660.0,1.0,1.0,23.1,2
Haralur Road,1230.0,2.0,1.0,78.0,2
Whitefield,1626.0,3.0,3.0,89.0,3
Raja Rajeshwari Nagar,1151.0,2.0,1.0,49.0,2
Whitefield,920.0,2.0,1.0,63.0,2
Raja Rajeshwari Nagar,1580.0,2.0,2.0,66.85,3
Uttarahalli,1330.0,2.0,2.0,46.55,3
Marathahalli,1950.0,3.0,2.0,115.0,3
Uttarahalli,1125.0,2.0,1.0,47.65,2
Sarjapur  Road,1600.0,3.0,1.0,85.0,3
Kanakpura Road,2250.0,4.0,1.0,110.0,4
Hebbal,1255.0,3.0,2.0,77.68,3
Thanisandra,1183.0,2.0,1.0,77.3,2
Yelahanka,1430.0,3.0,1.0,61.0,3
Marathahalli,1026.0,2.0,1.0,50.18,2
Whitefield,1204.0,4.0,1.0,125.0,4
Electronic City Phase II,1400.0,2.0,2.0,40.45,3
Bannerghatta Road,1550.0,3.0,2.0,78.0,3
Whitefield,1140.0,2.0,2.0,39.0,2
Uttarahalli,1150.0,2.0,2.0,70.0,2
Haralur Road,1300.0,2.0,2.0,75.0,2
Whitefield,1870.0,3.0,2.0,138.0,3
Electronic City Phase II,875.0,2.0,2.0,40.0,3
Whitefield,2010.0,3.0,2.0,91.0,3
Electronic City Phase II,1220.0,2.0,1.0,35.23,3
Yelahanka,1200.0,2.0,1.0,70.0,2
Thanisandra,1564.0,3.0,1.0,105.0,3
Whitefield,1896.0,3.0,1.0,75.0,3
Sarjapur  Road,1300.0,2.0,2.0,70.0,3
Yelahanka,870.0,2.0,1.0,27.0,2
Kanakpura Road,1299.0,2.0,2.0,85.0,2
7th Phase JP Nagar,1385.0,2.0,2.0,58.17,3
Bannerghatta Road,1150.0,2.0,2.0,55.0,2
Electronic City Phase II,1310.0,2.0,1.0,37.84,3
Hebbal,1645.0,3.0,2.0,121.0,3
Hennur Road,1232.0,2.0,1.0,69.6,2
Uttarahalli,1315.0,2.0,2.0,74.0,3
Electronic City,630.0,1.0,1.0,46.0,1
7th Phase JP Nagar,1680.0,3.0,2.0,125.0,3
Whitefield,1415.0,2.0,3.0,67.0,2
Kanakpura Road,1452.0,3.0,3.0,56.5,3
Kanakpura Road,1603.0,3.0,3.0,113.0,3
Bannerghatta Road,905.0,2.0,1.0,58.0,2
Hebbal,1586.0,3.0,2.0,90.0,3
Sarjapur  Road,1346.0,2.0,1.0,61.92,2
Thanisandra,580.0,1.0,1.0,27.5,1
Kanakpura Road,1296.0,2.0,3.0,89.06,2
Hennur Road,1570.0,3.0,0.0,75.99,3
Electronic City Phase II,1320.0,2.0,1.0,38.12,3
Haralur Road,1140.0,2.0,2.0,43.0,2
Haralur Road,1225.0,2.0,1.0,67.38,2
Electronic City,1128.0,2.0,1.0,65.58,2
Uttarahalli,1385.0,2.0,2.0,48.48,3
7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3
Hebbal,1138.0,2.0,1.0,110.0,2
Electronic City,1400.0,2.0,1.0,40.44,3
Bannerghatta Road,1556.0,2.0,1.0,59.13,3
Sarjapur  Road,1550.0,2.0,2.0,98.0,3
Thanisandra,1230.0,2.0,2.0,44.0,2
Electronic City,1363.0,2.0,1.0,79.0,2
Kanakpura Road,900.0,1.0,0.0,45.0,2
Haralur Road,1300.0,2.0,2.0,60.0,2
Thanisandra,1111.0,2.0,1.0,50.0,2
Sarjapur  Road,1190.0,2.0,1.0,50.0,2
Whitefield,1520.0,2.0,2.0,150.0,3
Electronic City Phase II,1310.0,2.0,1.0,32.75,3
Whitefield,1060.0,2.0,1.0,35.0,2
Whitefield,935.0,2.0,1.0,32.72,2
Thanisandra,1935.0,4.0,2.0,122.0,3
Whitefield,1130.0,2.0,1.0,36.0,2
Yelahanka,1075.0,1.0,0.0,19.5,1
Raja Rajeshwari Nagar,1306.0,2.0,1.0,55.91,2
Electronic City,770.0,1.0,1.0,39.9,2
7th Phase JP Nagar,1180.0,2.0,2.0,72.0,2
Electronic City,1108.0,2.0,1.0,67.15,2
Hennur Road,1186.0,2.0,1.0,56.0,3
Kanakpura Road,1452.0,3.0,3.0,60.98,3
Thanisandra,1702.0,3.0,2.0,115.0,3
Electronic City Phase II,1300.0,2.0,2.0,28.0,2
Thanisandra,965.0,2.0,1.0,56.0,2
Kanakpura Road,1100.0,3.0,1.0,58.0,3
Bannerghatta Road,1022.0,2.0,1.0,35.0,2
Kanakpura Road,1691.2,3.0,1.0,115.0,3
Whitefield,1639.0,3.0,2.0,107.0,3
Yelahanka,1792.0,3.0,1.0,104.0,3
Thanisandra,663.0,1.0,0.0,32.82,1
Electronic City,1575.0,3.0,3.0,101.0,3
7th Phase JP Nagar,980.0,2.0,1.0,77.44,2
Sarjapur  Road,2100.0,3.0,2.0,130.0,3
Kanakpura Road,1100.0,3.0,2.0,58.0,3
Sarjapur  Road,1693.0,3.0,2.0,125.0,3
Kanakpura Road,1550.0,3.0,3.0,65.1,3
Hennur Road,1310.0,2.0,1.0,66.0,2
Thanisandra,1185.0,2.0,2.0,42.6,2
Kanakpura Road,1495.0,2.0,2.0,52.33,3
Marathahalli,1285.0,2.0,2.0,55.0,2
Electronic City,1152.0,2.0,1.0,64.5,2
Sarjapur  Road,2100.0,3.0,1.0,135.0,3
Electronic City,1089.0,2.0,2.0,45.0,2
Electronic City,1100.0,2.0,2.0,42.0,2
Yelahanka,1517.0,3.0,2.0,76.3,3
Kanakpura Road,1900.0,3.0,3.0,125.0,3
Thanisandra,1140.0,2.0,1.0,36.0,2
Sarjapur  Road,1105.0,2.0,2.0,40.0,2
Whitefield,1405.0,2.0,2.0,84.5,2
Kanakpura Road,1300.0,3.0,1.0,69.0,3
Bannerghatta Road,892.0,2.0,1.0,39.0,2
Sarjapur  Road,915.0,2.0,1.0,38.0,2
Electronic City Phase II,1310.0,2.0,1.0,37.83,3
7th Phase JP Nagar,1460.0,2.0,1.0,97.0,3
Whitefield,1820.0,3.0,2.0,113.0,3
Sarjapur  Road,1857.0,4.0,3.0,155.0,3
Kanakpura Road,1290.0,2.0,3.0,74.0,2
Whitefield,1306.0,3.0,2.0,54.65,3
Hebbal,1420.0,2.0,2.0,107.0,2
Thanisandra,1801.0,3.0,2.0,115.0,3
Hennur Road,1482.0,2.0,1.0,83.73,3
Uttarahalli,1360.0,2.0,2.0,47.59,3
Electronic City Phase II,1651.0,3.0,1.0,49.53,3
Kanakpura Road,1450.0,2.0,2.0,62.93,3
Whitefield,1245.0,2.0,1.0,59.76,2
Uttarahalli,1025.0,2.0,1.0,35.88,2
Uttarahalli,1125.0,1.0,2.0,45.0,2
Haralur Road,1243.0,2.0,2.0,46.0,2
Whitefield,1778.0,3.0,2.0,122.0,3
Hennur Road,1192.0,2.0,1.0,60.0,3
Kanakpura Road,700.0,2.0,1.0,36.0,2
Marathahalli,1019.0,2.0,2.0,49.86,2
Yelahanka,2145.0,3.0,3.0,125.0,3
Kanakpura Road,1329.0,2.0,1.0,107.0,2
Thanisandra,1230.0,2.0,2.0,44.0,2
Kanakpura Road,700.0,2.0,1.0,36.0,2
Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2
Electronic City Phase II,1000.0,2.0,1.0,28.88,2
Kanakpura Road,700.0,2.0,1.0,35.0,2
Whitefield,1655.0,3.0,1.0,108.0,3
Electronic City,1070.0,2.0,1.0,52.0,2
Uttarahalli,1245.0,2.0,2.0,43.58,3
7th Phase JP Nagar,1300.0,3.0,2.0,89.13,3
Kanakpura Road,1470.0,2.0,2.0,61.74,2
Thanisandra,934.0,2.0,2.0,55.0,2
Marathahalli,1108.0,2.0,1.0,60.0,3
Yelahanka,1500.0,2.0,2.0,63.0,3
Electronic City,1142.0,2.0,0.0,35.0,2
Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3
Hennur Road,1182.0,2.0,2.0,82.5,2
Haralur Road,1810.0,3.0,2.0,126.0,3
Kanakpura Road,1339.0,2.0,2.0,85.0,2
Sarjapur  Road,980.0,2.0,1.0,25.0,2
Uttarahalli,850.0,2.0,2.0,37.93,2
Electronic City,1652.0,3.0,3.0,110.0,3
Marathahalli,1358.0,2.0,1.0,81.0,2
Haralur Road,1255.0,3.0,2.0,115.0,3
Kanakpura Road,525.0,1.0,1.0,30.0,1
Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2
Hebbal,1500.0,3.0,1.0,150.0,3
Yelahanka,1445.0,2.0,2.0,82.0,2
Whitefield,1205.0,2.0,2.0,58.0,2
Marathahalli,1125.0,2.0,1.0,54.8,2
Marathahalli,1700.0,3.0,2.0,126.0,3
Sarjapur  Road,1347.0,2.0,1.0,44.0,3
Yelahanka,1327.0,2.0,3.0,85.0,2
Uttarahalli,1490.0,2.0,2.0,59.6,3
Uttarahalli,1250.0,2.0,1.0,55.0,3
Sarjapur  Road,1530.0,2.0,2.0,60.0,3
Electronic City Phase II,1940.0,4.0,3.0,116.0,3
Sarjapur  Road,1150.0,2.0,2.0,77.0,2
Haralur Road,1140.0,2.0,2.0,43.0,2
Yelahanka,1120.0,2.0,2.0,55.0,2
Haralur Road,1255.0,2.0,1.0,90.0,3
Electronic City,770.0,1.0,1.0,36.0,2
Whitefield,1564.0,3.0,1.0,103.0,3
Haralur Road,1243.0,2.0,2.0,46.0,2
Sarjapur  Road,1117.0,2.0,3.0,29.99,2
Uttarahalli,1020.0,2.0,2.0,45.0,2
Raja Rajeshwari Nagar,1162.0,2.0,0.0,65.0,2
Electronic City,975.0,2.0,2.0,37.5,2
Sarjapur  Road,1194.0,2.0,1.0,57.0,2
Sarjapur  Road,1660.0,2.0,2.0,116.0,3
Hebbal,1355.0,3.0,2.0,83.87,3
Yelahanka,915.0,2.0,2.0,48.0,2
Whitefield,1295.0,2.0,1.0,64.5,2
Whitefield,1130.0,2.0,1.0,36.0,2
Electronic City,1110.0,2.0,1.0,39.95,2
Electronic City Phase II,1266.0,2.0,2.0,59.0,2
Thanisandra,1427.0,3.0,2.0,120.0,3
Marathahalli,1350.0,3.0,1.0,72.0,3
Yelahanka,1859.0,3.0,1.0,108.0,3
Electronic City Phase II,1020.0,2.0,1.0,29.45,2
Sarjapur  Road,1026.0,2.0,1.0,60.8,2
Hennur Road,1831.0,3.0,1.0,110.0,3
Sarjapur  Road,2238.0,3.0,1.0,140.0,3
Hebbal,1440.0,2.0,1.0,115.0,2
Sarjapur  Road,1323.0,2.0,2.0,74.0,2
Haralur Road,1817.0,3.0,2.0,110.0,3
Yelahanka,1614.0,3.0,2.0,93.0,3
Thanisandra,1370.0,2.0,1.0,61.0,3
Whitefield,709.0,1.0,0.0,34.735,1
Electronic City,1700.0,3.0,2.0,90.0,3
Whitefield,1458.0,2.0,2.0,62.0,3
Uttarahalli,1235.0,2.0,3.0,90.0,2
Marathahalli,881.0,2.0,1.0,48.06,2
Haralur Road,1027.0,2.0,2.0,44.0,2
Hebbal,1175.0,2.0,0.0,54.05,2
Sarjapur  Road,702.0,1.0,1.0,52.0,1
Kanakpura Road,1570.0,3.0,3.0,64.5,3
Whitefield,1740.0,4.0,3.0,130.0,3
Electronic City,1355.0,2.0,1.0,73.0,2
Haralur Road,1455.0,2.0,1.0,145.0,2
Yelahanka,600.0,2.0,2.0,27.0,2
Yelahanka,1304.0,2.0,1.0,79.0,2
Kanakpura Road,1843.0,3.0,2.0,90.0,3
Electronic City Phase II,1116.0,2.0,2.0,40.0,2
Hennur Road,1165.0,2.0,1.0,52.0,2
Bannerghatta Road,1302.5,2.0,0.0,67.73,2
Whitefield,1800.0,2.0,2.0,70.0,3
Haralur Road,1735.0,3.0,2.0,97.0,3
Thanisandra,2144.0,3.0,2.0,145.0,3
Whitefield,1100.0,2.0,1.0,46.5,2
Sarjapur  Road,1505.0,2.0,2.0,60.0,3
Kanakpura Road,1452.0,3.0,3.0,60.98,3
Sarjapur  Road,1525.0,2.0,2.0,87.0,3
Thanisandra,1996.0,3.0,2.0,135.0,3
Electronic City,1210.0,2.0,2.0,25.0,2
Whitefield,1125.0,2.0,2.0,62.0,2
Thanisandra,1296.0,2.0,2.0,72.0,2
Thanisandra,1694.0,3.0,1.0,125.0,3
7th Phase JP Nagar,980.0,2.0,2.0,69.0,2
Thanisandra,1825.0,3.0,2.0,100.0,3
Marathahalli,1170.0,2.0,2.0,85.0,2
Kanakpura Road,1223.0,2.0,2.0,42.81,3
Whitefield,1200.0,3.0,2.0,67.75,3
Bannerghatta Road,1465.0,2.0,1.0,76.0,3
Bannerghatta Road,1240.0,2.0,1.0,65.0,2
Uttarahalli,1360.0,2.0,2.0,47.59,3
Whitefield,1420.0,2.0,2.0,136.0,2
Haralur Road,1464.0,3.0,2.0,56.0,3
Sarjapur  Road,1195.0,2.0,1.0,70.0,2
Marathahalli,1200.0,1.0,1.0,103.0,2
Sarjapur  Road,1115.0,2.0,1.0,50.0,2
Whitefield,1447.0,2.0,1.0,83.0,2
Whitefield,1280.0,2.0,2.0,75.0,2
Sarjapur  Road,1680.0,3.0,1.0,112.0,3
Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3
Haralur Road,1243.0,2.0,2.0,46.0,2
Electronic City Phase II,1000.0,2.0,1.0,28.88,2
Marathahalli,1200.0,2.0,2.0,128.0,2
Kanakpura Road,1050.0,2.0,1.0,36.75,2
Uttarahalli,1330.0,2.0,2.0,46.45,3
Electronic City Phase II,1140.0,2.0,1.0,34.0,2
Yelahanka,1050.0,2.0,1.0,45.0,2
Yelahanka,1180.0,2.0,1.0,55.0,2
Sarjapur  Road,1711.0,3.0,1.0,110.0,3
Raja Rajeshwari Nagar,1240.0,2.0,2.0,40.54,2
Uttarahalli,1125.0,2.0,1.0,48.0,2
Sarjapur  Road,1577.0,3.0,2.0,65.0,3
Electronic City,1017.0,2.0,2.0,27.0,2
Whitefield,1755.0,3.0,3.0,101.0,3
Marathahalli,1937.0,3.0,2.0,140.0,3
Uttarahalli,1200.0,4.0,3.0,179.0,4
Raja Rajeshwari Nagar,1295.0,2.0,2.0,70.0,2
Whitefield,1453.0,2.0,2.0,58.0,3
Hennur Road,2060.0,3.0,1.0,149.0,3
Hennur Road,1030.0,2.0,1.0,46.5,2
Whitefield,524.0,1.0,1.0,29.0,1
Thanisandra,1100.0,2.0,1.0,38.0,2
Whitefield,1403.0,2.0,2.0,60.81,3
Uttarahalli,1200.0,4.0,3.0,155.0,4
Thanisandra,1732.0,3.0,3.0,85.73,3
Kanakpura Road,1332.0,2.0,1.0,108.0,2
Sarjapur  Road,1888.0,4.0,1.0,95.0,3
Hennur Road,1672.0,3.0,2.0,86.0,3
Thanisandra,1533.0,3.0,0.0,75.885,3
Electronic City,1070.0,2.0,1.0,56.1,2
Thanisandra,760.0,1.0,2.0,50.0,1
Hennur Road,1590.0,3.0,2.0,96.5,3
Thanisandra,1595.0,3.0,1.0,110.0,3
7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2
Whitefield,1548.0,3.0,1.0,65.0,3
Electronic City Phase II,769.0,2.0,1.0,40.0,2
Hennur Road,1936.0,3.0,1.0,131.0,3
Electronic City,919.0,2.0,2.0,34.0,2
Hebbal,1333.0,2.0,1.0,100.0,2
Thanisandra,1056.0,2.0,1.0,75.0,2
Kanakpura Road,1700.0,3.0,3.0,88.0,3
Thanisandra,1185.0,2.0,2.0,43.0,2
Marathahalli,780.0,1.0,1.0,55.0,1
Electronic City,635.0,1.0,1.0,28.0,1
Thanisandra,1965.0,4.0,2.0,125.0,3
Electronic City,1400.0,3.0,1.0,90.0,3
Sarjapur  Road,1350.0,2.0,1.0,85.0,2
Whitefield,1495.0,2.0,1.0,79.5,2
Whitefield,1700.0,3.0,2.0,115.0,3
Bannerghatta Road,1240.0,2.0,1.0,71.0,2
Kanakpura Road,1665.0,3.0,2.0,78.0,3
Yelahanka,1711.0,3.0,3.0,85.61,3
Uttarahalli,1290.0,2.0,3.0,56.12,3
Whitefield,1216.0,2.0,1.0,75.0,2
Whitefield,2025.0,4.0,2.0,115.0,3
Whitefield,905.0,1.0,1.0,55.0,1
Sarjapur  Road,1272.5,2.0,0.0,40.72,3
Kanakpura Road,2000.0,2.0,0.0,180.0,3
Kanakpura Road,1500.0,2.0,2.0,69.0,2
Sarjapur  Road,858.0,2.0,1.0,31.57,2
Uttarahalli,1085.0,2.0,2.0,43.0,2
Thanisandra,760.0,1.0,2.0,50.4,1
Marathahalli,1095.0,2.0,1.0,60.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2
Electronic City,1599.0,3.0,2.0,99.0,3
Kanakpura Road,1450.0,3.0,3.0,55.0,3
Electronic City Phase II,1310.0,2.0,1.0,37.83,3
Sarjapur  Road,1282.0,2.0,2.0,72.0,2
Electronic City Phase II,1140.0,2.0,1.0,33.84,2
Electronic City,1128.0,2.0,1.0,68.0,2
Uttarahalli,1260.0,2.0,2.0,55.0,2
Electronic City,1020.0,2.0,1.0,29.45,2
Sarjapur  Road,1200.0,2.0,1.0,93.0,2
Kanakpura Road,1260.0,3.0,3.0,63.58,3
Hennur Road,1232.0,2.0,2.0,89.0,2
Whitefield,1360.0,2.0,1.0,95.0,2
Sarjapur  Road,1346.0,2.0,1.0,67.38,2
Yelahanka,1075.0,2.0,1.0,33.53,3
Electronic City,1100.0,2.0,1.0,40.0,2
Electronic City,1518.0,3.0,3.0,75.0,3
Sarjapur  Road,1220.0,3.0,2.0,58.0,3
Whitefield,1386.0,3.0,1.0,57.46,3
Hennur Road,1165.0,2.0,1.0,67.0,2
Thanisandra,1690.0,3.0,2.0,125.0,3
Hennur Road,950.0,2.0,1.0,55.0,2
Sarjapur  Road,1346.0,2.0,1.0,71.32,2
Hebbal,1645.0,3.0,2.0,113.0,3
Whitefield,1175.0,2.0,2.0,50.0,2
Kanakpura Road,1100.0,2.0,1.0,52.97,3
Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3
Marathahalli,1310.0,3.0,1.0,63.22,3
Whitefield,1495.0,2.0,1.0,78.0,2
Whitefield,1115.0,2.0,0.0,34.555,2
Electronic City,1060.0,2.0,1.0,60.0,2
Whitefield,1063.0,2.0,1.0,42.52,2
Sarjapur  Road,1255.0,2.0,1.0,92.0,2
Raja Rajeshwari Nagar,1575.0,2.0,2.0,78.0,3
Whitefield,1227.0,2.0,2.0,53.49,2
Hebbal,1255.0,3.0,2.0,77.68,3
Electronic City,1374.0,2.0,1.0,72.0,3
Bannerghatta Road,1050.0,2.0,1.0,65.0,2
Electronic City,1500.0,2.0,1.0,78.0,3
Electronic City,1571.0,3.0,2.0,83.0,3
Raja Rajeshwari Nagar,1235.0,2.0,1.0,75.0,2
Thanisandra,1411.0,3.0,1.0,93.15,3
Electronic City,1025.0,2.0,1.0,49.0,2
